# table	pos	column	type	not_null	default
pm_project_templates	14	updated_at	timestamp with time zone	t	now()
pm_project_templates	15	created_by	text	t	
pm_task_attachments	1	id	uuid	t	gen_random_uuid()
pm_task_attachments	2	tenant_id	uuid	t	
pm_task_attachments	3	attachment_id	text	f	
pm_task_attachments	4	task_id	uuid	f	
pm_task_attachments	5	project_id	uuid	t	
pm_task_attachments	6	file_name	text	t	
pm_task_attachments	7	file_url	text	t	
pm_task_attachments	8	file_size_bytes	integer	f	
pm_task_attachments	9	mime_type	text	f	
pm_task_attachments	10	file_type	text	f	
pm_task_attachments	11	file_extension	text	f	
pm_task_attachments	12	attachment_type	text	f	
pm_task_attachments	13	version_number	integer	f	1
pm_task_attachments	14	parent_attachment_id	uuid	f	
pm_task_attachments	15	is_latest_version	boolean	f	true
pm_task_attachments	16	client_visible	boolean	f	false
pm_task_attachments	17	requires_approval	boolean	f	false
pm_task_attachments	18	uploaded_by	text	t	
pm_task_attachments	19	uploaded_at	timestamp with time zone	t	
pm_task_attachments	20	description	text	f	
pm_task_comments	1	id	uuid	t	gen_random_uuid()
pm_task_comments	2	tenant_id	uuid	t	
pm_task_comments	3	comment_id	text	f	
pm_task_comments	4	task_id	uuid	t	
pm_task_comments	5	project_id	uuid	t	
pm_task_comments	6	comment_type	text	f	'comment'::text
pm_task_comments	7	comment_text	text	f	
pm_task_comments	8	author_type	text	t	
pm_task_comments	9	author_employee_id	uuid	f	
pm_task_comments	10	author_client_id	uuid	f	
pm_task_comments	11	mentioned_users	jsonb	f	'[]'::jsonb
pm_task_comments	12	attachment_ids	jsonb	f	'[]'::jsonb
pm_task_comments	13	parent_comment_id	uuid	f	
pm_task_comments	14	is_internal	boolean	f	false
pm_task_comments	15	is_pinned	boolean	f	false
pm_task_comments	16	created_at	timestamp with time zone	t	now()
pm_task_comments	17	updated_at	timestamp with time zone	t	now()
pm_task_comments	18	edited_at	timestamp with time zone	f	
pm_task_comments	19	deleted_at	timestamp with time zone	f	
pm_task_time_entries	1	id	uuid	t	gen_random_uuid()
pm_task_time_entries	2	tenant_id	uuid	t	
pm_task_time_entries	3	time_entry_id	text	f	
pm_task_time_entries	4	task_id	uuid	t	
pm_task_time_entries	5	project_id	uuid	t	
pm_task_time_entries	6	employee_id	uuid	t	
pm_task_time_entries	7	start_time	timestamp with time zone	t	
pm_task_time_entries	8	end_time	timestamp with time zone	f	
pm_task_time_entries	9	duration_minutes	integer	f	
pm_task_time_entries	10	is_manual_entry	boolean	f	false
pm_task_time_entries	11	entry_date	date	t	
pm_task_time_entries	12	hours	numeric(18,4)	f	
pm_task_time_entries	13	is_billable	boolean	f	true
pm_task_time_entries	14	hourly_rate	numeric(18,4)	f	
pm_task_time_entries	15	amount	numeric(18,4)	f	
pm_task_time_entries	16	notes	text	f	
pm_task_time_entries	17	status	text	f	'draft'::text
pm_task_time_entries	18	approved_by	text	f	
pm_task_time_entries	19	approved_at	timestamp with time zone	f	
pm_task_time_entries	20	invoice_id	uuid	f	
pm_task_time_entries	21	invoice_line_item_id	uuid	f	
pm_task_time_entries	22	created_at	timestamp with time zone	t	now()
pm_task_time_entries	23	updated_at	timestamp with time zone	t	now()
projects	1	id	uuid	t	gen_random_uuid()
projects	2	tenant_id	uuid	t	
projects	3	project_id	text	f	
projects	4	project_number	text	t	
projects	5	project_name	text	t	
projects	6	objective_id	uuid	f	
projects	7	parent_project_id	uuid	f	
projects	8	description	text	f	
projects	9	project_type	project_type	t	'client_project'::project_type
projects	10	client_id	uuid	f	
projects	11	contact_person_id	uuid	f	
projects	12	service_type	text	f	
projects	13	industry	text	f	
projects	14	tags	jsonb	f	'[]'::jsonb
projects	15	project_manager_id	uuid	f	
projects	16	team_members	jsonb	f	'[]'::jsonb
projects	17	department_code	text	f	
projects	18	location_code	text	f	
projects	19	start_date	date	f	
projects	20	target_end_date	date	f	
projects	21	actual_start_date	date	f	
projects	22	actual_end_date	date	f	
projects	23	status	text	t	'draft'::text
projects	24	priority	text	t	'medium'::text
projects	25	progress_percentage	numeric(18,4)	f	0.00
projects	26	health_status	text	t	'on_track'::text
projects	27	budget_type	budget_type	f	
projects	28	budget	numeric(18,4)	f	
projects	29	estimated_hours	numeric(18,4)	f	
projects	30	actual_hours	numeric(18,4)	f	0.00
projects	31	actual_cost	numeric(18,4)	f	0.00
projects	32	currency	text	f	'USD'::text
projects	33	billing_method	billing_method	f	
projects	34	hourly_rate	numeric(18,4)	f	
projects	35	is_billable	boolean	f	true
projects	36	total_billed	numeric(18,4)	f	0.00
projects	37	proposal_id	uuid	f	
projects	38	contract_id	uuid	f	
projects	39	is_template	boolean	f	false
projects	40	template_id	uuid	f	
projects	41	is_recurring	boolean	f	false
projects	42	recurrence_rule	jsonb	f	'{}'::jsonb
projects	43	client_visible	boolean	f	false
projects	44	client_can_comment	boolean	f	false
projects	45	client_approval_required	boolean	f	false
projects	46	notify_on_status_change	boolean	f	true
projects	47	notify_on_task_completion	boolean	f	false
projects	48	color	text	f	
projects	49	icon	text	f	
projects	50	default_view	text	f	'kanban'::text
projects	51	has_custom_columns	boolean	f	false
projects	52	column_config_version	integer	f	1
projects	53	custom_fields	jsonb	f	'{}'::jsonb
projects	54	hourly_rate_override	numeric(18,4)	f	
projects	55	task_count	integer	f	0
projects	56	completed_task_count	integer	f	0
projects	57	last_activity_at	timestamp with time zone	f	
projects	58	created_at	timestamp with time zone	t	now()
projects	59	updated_at	timestamp with time zone	t	now()
projects	60	created_by	text	t	
projects	61	updated_by	text	f	
projects	62	archived_at	timestamp with time zone	f	
tasks	1	id	uuid	t	gen_random_uuid()
tasks	2	tenant_id	uuid	t	
tasks	3	task_id	text	f	
tasks	4	task_number	text	t	
tasks	5	project_id	uuid	t	
tasks	6	parent_task_id	uuid	f	
tasks	7	task_name	text	t	
tasks	8	position	integer	f	
tasks	9	depth_level	integer	f	0
tasks	10	description	text	f	
tasks	11	task_type	task_type	f	'task'::task_type
tasks	12	status	text	t	'todo'::text
tasks	13	priority	text	f	'medium'::text
tasks	14	assigned_to	text	f	
tasks	15	assigned_team_id	uuid	f	
tasks	16	role_required	text	f	
tasks	17	start_date	date	f	
tasks	18	due_date	date	f	
tasks	19	completed_date	date	f	
tasks	20	estimated_hours	numeric(18,4)	f	
tasks	21	actual_hours	numeric(18,4)	f	0.00
tasks	22	progress_percentage	numeric(18,4)	f	0.00
tasks	23	budget	numeric(18,4)	f	
tasks	24	actual_cost	numeric(18,4)	f	
tasks	25	board_column	text	f	
tasks	26	board_position	integer	f	
tasks	27	is_billable	boolean	f	true
tasks	28	billable_hours	numeric(18,4)	f	0.00
tasks	29	non_billable_hours	numeric(18,4)	f	0.00
tasks	30	hourly_rate	numeric(18,4)	f	
tasks	31	depends_on_task_ids	jsonb	f	'[]'::jsonb
tasks	32	blocks_task_ids	jsonb	f	'[]'::jsonb
tasks	33	has_deliverable	boolean	f	false
tasks	34	deliverable_type	text	f	
tasks	35	deliverable_url	text	f	
tasks	36	client_visible	boolean	f	false
tasks	37	requires_client_approval	boolean	f	false
tasks	38	client_approved_at	timestamp with time zone	f	
tasks	39	client_approved_by	text	f	
tasks	40	attachment_count	integer	f	0
tasks	41	checklist_items	jsonb	f	'[]'::jsonb
tasks	42	is_recurring	boolean	f	false
tasks	43	recurrence_rule	jsonb	f	'{}'::jsonb
tasks	44	recurrence_parent_id	uuid	f	
tasks	45	tags	jsonb	f	'[]'::jsonb
tasks	46	labels	jsonb	f	'[]'::jsonb
tasks	47	custom_fields	jsonb	f	'{}'::jsonb
tasks	48	created_at	timestamp with time zone	t	now()
tasks	49	updated_at	timestamp with time zone	t	now()
tasks	50	completed_at	timestamp with time zone	f	
tasks	51	created_by	text	t	
tasks	52	updated_by	text	f	
tenant_settings	1	tenant_id	uuid	t	
tenant_settings	2	namespace	text	t	
tenant_settings	3	key	text	t	
tenant_settings	4	value	jsonb	t	
tenant_settings	5	updated_at	timestamp with time zone	t	now()
tenant_settings	6	updated_by	uuid	f	
tenant_users	1	id	uuid	t	gen_random_uuid()
tenant_users	2	tenant_id	uuid	t	
tenant_users	3	user_id	uuid	t	
tenant_users	4	employee_id	uuid	f	
tenant_users	5	role	text	t	'employee'::text
tenant_users	6	permissions	jsonb	t	'{}'::jsonb
tenant_users	7	is_active	boolean	t	true
tenant_users	8	is_default_tenant	boolean	t	false
tenant_users	9	invited_at	timestamp with time zone	f	
tenant_users	10	accepted_at	timestamp with time zone	f	
tenant_users	11	last_active_at	timestamp with time zone	f	
tenant_users	12	created_at	timestamp with time zone	t	now()
tenant_users	13	updated_at	timestamp with time zone	t	now()
tenant_users	14	functional_roles	text[]	t	'{}'::text[]
tenants	1	id	uuid	t	gen_random_uuid()
tenants	2	subdomain	character varying(100)	t	
tenants	3	company_name	character varying(255)	t	
tenants	4	company_name_i18n	jsonb	f	
tenants	5	region	character varying(50)	t	'us-east-1'::character varying
tenants	6	data_residency_country	character varying(2)	f	
tenants	7	default_locale	character varying(10)	t	'en-US'::character varying
tenants	8	supported_locales	character varying(10)[]	f	ARRAY['en-US'::text]
tenants	9	default_currency	character varying(3)	t	'USD'::character varying
tenants	10	supported_currencies	character varying(3)[]	f	ARRAY['USD'::text]
tenants	11	default_timezone	character varying(100)	t	'America/New_York'::character varying
tenants	12	date_format	character varying(50)	f	'MM/DD/YYYY'::character varying
tenants	13	time_format	character varying(10)	f	'12h'::character varying
tenants	14	number_format	character varying(50)	f	'en-US'::character varying
tenants	15	plan_tier	plan_tier	t	'starter'::plan_tier
tenants	16	max_employees	integer	f	50
tenants	17	max_storage_gb	integer	f	10
tenants	18	features	jsonb	f	'{}'::jsonb
tenants	19	billing_email	character varying(255)	f	
tenants	20	billing_currency	character varying(3)	f	'USD'::character varying
tenants	21	billing_status	billing_status	f	'active'::billing_status
tenants	22	is_active	boolean	f	true
tenants	23	is_suspended	boolean	f	false
tenants	24	gdpr_applicable	boolean	f	false
tenants	25	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
tenants	26	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
tenants	27	legal_entity_name	text	f	
tenants	28	fiscal_year_start	text	f	'01-01'::text
tenants	29	company_size	text	f	
tenants	30	industry	text	f	
tenants	31	trial_end_date	date	f	
tenants	32	primary_contact_name	text	f	
tenants	33	primary_contact_email	text	f	
tenants	34	primary_contact_phone	text	f	
tenants	35	address_line1	text	f	
tenants	36	address_line2	text	f	
tenants	37	city	text	f	
tenants	38	state_province	text	f	
tenants	39	postal_code	text	f	
tenants	40	billing_country	text	f	
tenants	41	tax_id	uuid	f	
tenants	42	registration_number	text	f	
tenants	43	created_by	text	f	
tenants	44	version	integer	f	1
ticketing_attachments	1	id	uuid	t	gen_random_uuid()
ticketing_attachments	2	tenant_id	uuid	t	
ticketing_attachments	3	attachment_id	text	f	
ticketing_attachments	4	ticket_id	uuid	f	
ticketing_attachments	5	ticket_number	text	t	
ticketing_attachments	6	update_id	uuid	f	
ticketing_attachments	7	file_name	text	t	
ticketing_attachments	8	file_url	text	t	
ticketing_attachments	9	file_size_bytes	integer	f	
ticketing_attachments	10	file_size	integer	t	
ticketing_attachments	11	mime_type	text	t	
ticketing_attachments	12	storage_key	text	t	
ticketing_attachments	13	storage_url	text	f	
ticketing_attachments	14	uploaded_by	text	t	
ticketing_attachments	15	uploaded_by_name	text	f	
ticketing_attachments	16	uploaded_at	timestamp with time zone	t	
ticketing_attachments	17	description	text	f	
ticketing_business_areas	1	id	uuid	t	gen_random_uuid()
ticketing_business_areas	2	tenant_id	uuid	t	
ticketing_business_areas	3	prefix	text	f	
ticketing_business_areas	4	name	text	t	
ticketing_business_areas	5	description	text	f	
ticketing_business_areas	6	active	boolean	f	true
ticketing_business_areas	7	current_sequence	integer	f	0
ticketing_business_areas	8	categories	jsonb	t	'[]'::jsonb
ticketing_business_areas	9	custom_fields	jsonb	t	'{}'::jsonb
ticketing_business_areas	10	roles	jsonb	t	'{}'::jsonb
ticketing_business_areas	11	settings	jsonb	t	'{}'::jsonb
ticketing_business_areas	12	is_active	boolean	f	true
ticketing_business_areas	13	created_at	timestamp with time zone	t	now()
ticketing_business_areas	14	created_by	text	t	
ticketing_business_areas	15	updated_at	timestamp with time zone	t	now()
ticketing_tickets	1	id	uuid	t	gen_random_uuid()
ticketing_tickets	2	tenant_id	uuid	t	
ticketing_tickets	3	business_area_id	uuid	f	
ticketing_tickets	4	ticket_number	text	f	
ticketing_tickets	5	prefix	text	t	
ticketing_tickets	6	sequence_number	integer	t	
ticketing_tickets	7	title	text	t	
ticketing_tickets	8	description	text	f	
ticketing_tickets	9	subject	text	t	
ticketing_tickets	10	category	text	t	
ticketing_tickets	11	status	text	t	'Pending'::text
ticketing_tickets	12	priority	text	f	
ticketing_tickets	13	severity	text	t	'medium'::text
ticketing_tickets	14	request_type	text	t	'support'::text
ticketing_tickets	15	private	boolean	f	false
ticketing_tickets	16	due_date	date	f	
ticketing_tickets	17	logged_at	timestamp with time zone	t	
ticketing_tickets	18	updated_at	timestamp with time zone	t	now()
ticketing_tickets	19	resolved_at	timestamp with time zone	f	
ticketing_tickets	20	closed_at	timestamp with time zone	f	
ticketing_tickets	21	reported_by	text	f	
ticketing_tickets	22	reported_by_name	text	f	
ticketing_tickets	23	reported_by_email	text	f	
ticketing_tickets	24	logger_id	uuid	t	
ticketing_tickets	25	last_updated_by	text	t	
ticketing_tickets	26	closed_by	text	f	
ticketing_tickets	27	assignees	jsonb	f	'[]'::jsonb
ticketing_tickets	28	subscribers	jsonb	f	'[]'::jsonb
ticketing_tickets	29	resolution_notes	text	f	
ticketing_tickets	30	is_public	boolean	f	
ticketing_tickets	31	internal_summary	text	f	
ticketing_tickets	32	external_summary	text	f	
ticketing_tickets	33	custom_fields	jsonb	f	'{}'::jsonb
ticketing_tickets	34	parent_ticket_number	text	f	
ticketing_tickets	35	linked_tickets	jsonb	f	'[]'::jsonb
ticketing_tickets	36	tasks	jsonb	f	'[]'::jsonb
ticketing_tickets	37	version	integer	f	1
ticketing_tickets	38	tags	jsonb	f	'[]'::jsonb
ticketing_tickets	39	created_at	timestamp with time zone	t	now()
ticketing_tickets	40	search_vector	tsvector	f	
ticketing_tickets	41	sla_due_at	timestamp with time zone	f	
ticketing_tickets	42	sla_response_due_at	timestamp with time zone	f	
ticketing_tickets	43	first_response_at	timestamp with time zone	f	
ticketing_tickets	44	sla_paused_seconds	integer	t	0
ticketing_tickets	45	sla_resolution_breached	boolean	f	
ticketing_tickets	46	sla_response_breached	boolean	f	
ticketing_updates	1	id	uuid	t	gen_random_uuid()
ticketing_updates	2	tenant_id	uuid	t	
ticketing_updates	3	update_id	text	f	
ticketing_updates	4	ticket_id	uuid	f	
ticketing_updates	5	ticket_number	text	t	
ticketing_updates	6	update_type	text	f	
ticketing_updates	7	author_employee_id	uuid	f	
ticketing_updates	8	author_name	text	f	
ticketing_updates	9	author_id	uuid	t	
ticketing_updates	10	comment_text	text	f	
ticketing_updates	11	content_html	text	f	
ticketing_updates	12	content_text	text	f	
ticketing_updates	13	visibility	text	f	'external'::text
ticketing_updates	14	created_at	timestamp with time zone	t	now()
ticketing_updates	15	edited_at	timestamp with time zone	f	
ticketing_updates	16	edited_by	text	f	
ticketing_updates	17	changes	jsonb	f	'{}'::jsonb
ticketing_updates	18	attachments	jsonb	f	
ticketing_updates	19	is_internal	boolean	f	false
ticketing_updates	20	search_vector	tsvector	f	
time_tracking_billable_expenses	1	id	uuid	t	gen_random_uuid()
time_tracking_billable_expenses	2	tenant_id	uuid	t	
time_tracking_billable_expenses	3	expense_id	text	f	
time_tracking_billable_expenses	4	employee_id	uuid	t	
time_tracking_billable_expenses	5	project_id	uuid	f	
time_tracking_billable_expenses	6	client_id	uuid	f	
time_tracking_billable_expenses	7	expense_date	date	t	
time_tracking_billable_expenses	8	description	text	t	
time_tracking_billable_expenses	9	expense_type	text	f	
time_tracking_billable_expenses	10	category	text	f	
time_tracking_billable_expenses	11	amount	numeric(18,4)	t	
time_tracking_billable_expenses	12	currency	text	f	'USD'::text
time_tracking_billable_expenses	13	markup_percentage	numeric(18,4)	f	0.00
time_tracking_billable_expenses	14	markup_amount	numeric(18,4)	f	0.00
time_tracking_billable_expenses	15	billable_amount	numeric(18,4)	t	
time_tracking_billable_expenses	16	has_receipt	boolean	f	false
time_tracking_billable_expenses	17	receipt_url	text	f	
time_tracking_billable_expenses	18	receipt_attachment_id	uuid	f	
time_tracking_billable_expenses	19	is_billable	boolean	f	true
time_tracking_billable_expenses	20	is_reimbursable	boolean	f	false
time_tracking_billable_expenses	21	status	text	f	'draft'::text
time_tracking_billable_expenses	22	approved_by	text	f	
time_tracking_billable_expenses	23	approved_at	timestamp with time zone	f	
time_tracking_billable_expenses	24	submitted_at	timestamp with time zone	f	
time_tracking_billable_expenses	25	invoice_id	uuid	f	
time_tracking_billable_expenses	26	invoiced_at	timestamp with time zone	f	
time_tracking_billable_expenses	27	reimbursed_at	timestamp with time zone	f	
time_tracking_billable_expenses	28	created_at	timestamp with time zone	t	now()
time_tracking_billable_expenses	29	updated_at	timestamp with time zone	t	now()
time_tracking_entries	1	id	uuid	t	gen_random_uuid()
time_tracking_entries	2	tenant_id	uuid	t	
time_tracking_entries	3	entry_id	text	f	
time_tracking_entries	4	employee_id	uuid	t	
time_tracking_entries	5	timesheet_id	uuid	f	
time_tracking_entries	6	project_id	uuid	f	
time_tracking_entries	7	task_id	uuid	f	
time_tracking_entries	8	client_id	uuid	f	
time_tracking_entries	9	entry_date	date	t	
time_tracking_entries	10	start_time	timestamp with time zone	f	
time_tracking_entries	11	end_time	timestamp with time zone	f	
time_tracking_entries	12	duration_minutes	integer	f	
time_tracking_entries	13	duration_hours	numeric(18,4)	f	
time_tracking_entries	14	hours	numeric(18,4)	t	
time_tracking_entries	15	entry_type	text	f	'timer'::text
time_tracking_entries	16	is_running	boolean	f	false
time_tracking_entries	17	description	text	t	
time_tracking_entries	18	internal_notes	text	f	
time_tracking_entries	19	is_billable	boolean	f	true
time_tracking_entries	20	hourly_rate	numeric(18,4)	f	
time_tracking_entries	21	billable_amount	numeric(18,4)	f	
time_tracking_entries	22	amount	numeric(18,4)	f	
time_tracking_entries	23	currency	text	f	'USD'::text
time_tracking_entries	24	rate_source	text	f	
time_tracking_entries	25	activity_type	activity_type	f	
time_tracking_entries	26	tags	jsonb	f	
time_tracking_entries	27	status	text	f	'draft'::text
time_tracking_entries	28	submitted_at	timestamp with time zone	f	
time_tracking_entries	29	submitted_to	text	f	
time_tracking_entries	30	approved_by	text	f	
time_tracking_entries	31	approved_at	timestamp with time zone	f	
time_tracking_entries	32	rejection_reason	text	f	
time_tracking_entries	33	invoice_id	uuid	f	
time_tracking_entries	34	invoice_line_item_id	uuid	f	
time_tracking_entries	35	invoiced_at	timestamp with time zone	f	
time_tracking_entries	36	is_locked	boolean	f	false
time_tracking_entries	37	locked_at	timestamp with time zone	f	
time_tracking_entries	38	locked_by	text	f	
time_tracking_entries	39	created_at	timestamp with time zone	t	now()
time_tracking_entries	40	updated_at	timestamp with time zone	t	now()
time_tracking_entries	41	created_by	text	f	
time_tracking_entries	42	updated_by	text	f	
time_tracking_hourly_rates	1	id	uuid	t	gen_random_uuid()
time_tracking_hourly_rates	2	tenant_id	uuid	t	
time_tracking_hourly_rates	3	employee_id	uuid	f	
time_tracking_hourly_rates	4	client_id	uuid	f	
time_tracking_hourly_rates	5	project_id	uuid	f	
time_tracking_hourly_rates	6	role_code	text	f	
time_tracking_hourly_rates	7	cost_rate	numeric(18,4)	f	
time_tracking_hourly_rates	8	billable_rate	numeric(18,4)	f	
time_tracking_hourly_rates	9	currency	character varying(3)	t	'USD'::character varying
time_tracking_hourly_rates	10	effective_from	date	t	
time_tracking_hourly_rates	11	effective_to	date	f	
time_tracking_hourly_rates	12	change_reason	text	f	
time_tracking_hourly_rates	13	is_active	boolean	t	true
time_tracking_hourly_rates	14	created_by	uuid	f	
time_tracking_hourly_rates	15	created_at	timestamp with time zone	t	now()
time_tracking_hourly_rates	16	updated_at	timestamp with time zone	t	now()
time_tracking_timesheets	1	id	uuid	t	gen_random_uuid()
time_tracking_timesheets	2	tenant_id	uuid	t	
time_tracking_timesheets	3	timesheet_number	text	f	
time_tracking_timesheets	4	employee_id	uuid	t	
time_tracking_timesheets	5	period_type	period_type	t	
time_tracking_timesheets	6	period_start	text	t	
time_tracking_timesheets	7	period_end	text	t	
time_tracking_timesheets	8	total_hours	numeric(18,4)	f	0.00
time_tracking_timesheets	9	billable_hours	numeric(18,4)	f	0.00
time_tracking_timesheets	10	non_billable_hours	numeric(18,4)	f	0.00
time_tracking_timesheets	11	total_amount	numeric(18,4)	f	0.00
time_tracking_timesheets	12	entry_count	integer	f	0
time_tracking_timesheets	13	status	text	f	'draft'::text
time_tracking_timesheets	14	submitted_at	timestamp with time zone	f	
time_tracking_timesheets	15	submitted_to	text	f	
time_tracking_timesheets	16	approved_by	text	f	
time_tracking_timesheets	17	approved_at	timestamp with time zone	f	
time_tracking_timesheets	18	rejection_reason	text	f	
time_tracking_timesheets	19	created_at	timestamp with time zone	t	now()
time_tracking_timesheets	20	updated_at	timestamp with time zone	t	now()
time_tracking_timesheets	21	notes	text	f	
translations	1	id	uuid	t	gen_random_uuid()
translations	2	tenant_id	uuid	f	
translations	3	locale	text	t	
translations	4	namespace	text	t	'app'::text
translations	5	key	text	t	
translations	6	value	text	t	
translations	7	updated_at	timestamp with time zone	t	now()
vendors	1	id	uuid	t	gen_random_uuid()
vendors	2	tenant_id	uuid	t	
vendors	3	vendor_number	character varying(50)	f	
vendors	4	vendor_name	character varying(255)	t	
vendors	5	display_name	character varying(255)	f	
vendors	6	email	character varying(255)	f	
vendors	7	phone	character varying(20)	f	
vendors	8	website	character varying(255)	f	
vendors	9	address	jsonb	f	
vendors	10	currency	character varying(3)	t	
vendors	11	payment_terms	character varying(50)	f	'Net 30'::character varying
vendors	12	tax_number	character varying(100)	f	
vendors	13	is_1099_vendor	boolean	f	false
vendors	14	ap_account_id	uuid	f	
vendors	17	bank_name	character varying(255)	f	
vendors	18	is_active	boolean	f	true
vendors	19	notes	text	f	
vendors	20	custom_fields	jsonb	f	
vendors	21	created_at	timestamp with time zone	f	CURRENT_TIMESTAMP
vendors	22	updated_at	timestamp with time zone	f	CURRENT_TIMESTAMP
vendors	23	created_by	uuid	f	
vendors	24	updated_by	uuid	f	
vendors	25	bank_account_number_ct	text	f	
vendors	26	bank_routing_number_ct	text	f	
